08,0,2015/03/20 13:23:56,2015/03/20 15:35:06,4ETL　循環ﾀﾝｸ錫ｲｵﾝ濃度低下
17,0,2015/03/20 13:07:29,2015/03/20 13:27:46,演算異常
13,0,2015/03/20 12:56:50,2015/03/20 13:27:53,溶解槽自己循環ﾎﾟﾝﾌﾟ停止
17,0,2015/03/20 12:23:53,2015/03/20 12:27:57,演算異常
16,0,2015/03/20 12:18:49,2015/03/20 12:18:50,4ETLﾒｯｷ液返送ﾎﾟﾝﾌﾟ停止
15,0,2015/03/20 12:18:49,2015/03/20 12:18:50,3ETLﾒｯｷ液返送ﾎﾟﾝﾌﾟ停止
14,0,2015/03/20 12:18:49,2015/03/20 12:18:50,ﾒｯｷ液供給ﾎﾟﾝﾌﾟ停止
12,0,2015/03/20 12:18:49,2015/03/20 12:18:50,St.B～溶解槽供給ﾎﾟﾝﾌﾟ停止
03,0,2015/03/20 12:18:49,2015/03/20 12:18:50,ﾙｰﾌﾟ制御/　CASﾓｰﾄﾞ選択でない
02,0,2015/03/20 12:18:49,2015/03/20 12:18:50,計測器異常
01,0,2015/03/20 11:45:36,2015/03/20 12:18:49,Ethernet通信異常
17,0,2015/03/20 11:26:29,2015/03/20 12:18:49,演算異常
13,0,2015/03/20 11:15:49,2015/03/20 12:18:50,溶解槽自己循環ﾎﾟﾝﾌﾟ停止
17,0,2015/03/20 10:42:51,2015/03/20 10:46:56,演算異常
09,0,2015/03/20 10:39:43,2015/03/20 12:38:30,ｽﾄﾚｰｼﾞAﾀﾝｸ錫ｲｵﾝ濃度低下
08,0,2015/03/20 10:39:17,2015/03/20 12:38:24,4ETL　循環ﾀﾝｸ錫ｲｵﾝ濃度低下
07,0,2015/03/20 10:39:01,2015/03/20 12:38:16,3ETL　循環ﾀﾝｸ錫ｲｵﾝ濃度低下
16,0,2015/03/20 10:37:45,2015/03/20 10:37:47,4ETLﾒｯｷ液返送ﾎﾟﾝﾌﾟ停止
15,0,2015/03/20 10:37:45,2015/03/20 10:37:47,3ETLﾒｯｷ液返送ﾎﾟﾝﾌﾟ停止
14,0,2015/03/20 10:37:45,2015/03/20 10:37:47,ﾒｯｷ液供給ﾎﾟﾝﾌﾟ停止
13,0,2015/03/20 10:37:45,2015/03/20 10:37:47,溶解槽自己循環ﾎﾟﾝﾌﾟ停止
12,0,2015/03/20 10:37:45,2015/03/20 10:37:47,St.B～溶解槽供給ﾎﾟﾝﾌﾟ停止
03,0,2015/03/20 10:37:45,2015/03/20 10:37:47,ﾙｰﾌﾟ制御/　CASﾓｰﾄﾞ選択でない
02,0,2015/03/20 10:37:45,2015/03/20 10:37:47,計測器異常
19,0,2015/03/20 01:32:40,2015/03/20 01:36:43,スラッジ低減運転指令 なし
19,0,2015/03/20 00:22:42,2015/03/20 00:26:45,スラッジ低減運転指令 なし
19,0,2015/03/19 20:56:48,2015/03/19 20:57:48,スラッジ低減運転指令 なし
13,0,2015/03/19 18:07:57,2015/03/19 18:38:59,溶解槽自己循環ﾎﾟﾝﾌﾟ停止
17,0,2015/03/19 17:34:59,2015/03/19 17:39:02,演算異常
16,0,2015/03/19 17:29:54,2015/03/19 17:29:55,4ETLﾒｯｷ液返送ﾎﾟﾝﾌﾟ停止
15,0,2015/03/19 17:29:54,2015/03/19 17:29:55,3ETLﾒｯｷ液返送ﾎﾟﾝﾌﾟ停止
14,0,2015/03/19 17:29:54,2015/03/19 17:29:55,ﾒｯｷ液供給ﾎﾟﾝﾌﾟ停止
13,0,2015/03/19 17:29:54,2015/03/19 17:29:55,溶解槽自己循環ﾎﾟﾝﾌﾟ停止
12,0,2015/03/19 17:29:54,2015/03/19 17:29:55,St.B～溶解槽供給ﾎﾟﾝﾌﾟ停止
03,0,2015/03/19 17:29:54,2015/03/19 17:29:55,ﾙｰﾌﾟ制御/　CASﾓｰﾄﾞ選択でない
02,0,2015/03/19 17:29:54,2015/03/19 17:29:55,計測器異常
01,0,2015/03/19 17:29:46,2015/03/19 17:29:54,Ethernet通信異常
01,0,2015/03/19 17:21:10,2015/03/19 17:21:17,Ethernet通信異常
17,0,2015/03/19 16:34:49,2015/03/19 17:29:54,演算異常
07,0,2015/03/19 16:18:07,2015/03/20 10:38:45,3ETL　循環ﾀﾝｸ錫ｲｵﾝ濃度低下
08,0,2015/03/18 18:47:08,2015/03/20 10:39:06,4ETL　循環ﾀﾝｸ錫ｲｵﾝ濃度低下
